nome,cpf,idade,data,endereco,estado,pais,salario,nivel_educacao,numero_filhos,estado_civil,anos_experiencia,area_atuacao
Yuri da Mota,850.369.271-68,48,1975-11-24,"Condomínio Barbosa
Vila Do Pombal
59156917 Campos / BA",Tocantins,Brasil,9247.37,Ensino Médio,1,Casado,7,Tecnologia
Bianca Campos,287.519.643-09,33,1990-07-14,"Recanto Rezende, 4
São Damião
19253399 Souza de Goiás / SE",Rio de Janeiro,Brasil,8614.97,Ensino Superior,1,Casado,3,Tecnologia
Mariane Castro,712.495.803-23,29,1995-02-25,"Alameda de Cardoso
Vila Jardim São José
14977454 Teixeira / PA",Pernambuco,Brasil,4712.63,Ensino Médio,4,Solteiro,2,Educação
Juliana da Cunha,753.968.124-19,45,1978-05-08,"Loteamento de Sales, 22
Vila Nova Cachoeirinha 1ª Seção
73566-732 Farias da Serra / ES",Sergipe,Brasil,5839.54,Ensino Médio,2,Casado,11,Indústria
Davi Luiz Cardoso,946.287.015-20,25,1998-12-21,"Área de Cunha, 71
Vila Petropolis
34132874 Cavalcanti de Goiás / RO",Ceará,Brasil,5902.69,Ensino Médio,1,Solteiro,6,Saúde
Bianca Nogueira,071.925.683-68,25,1999-02-17,"Rua de Pereira, 68
Boa Esperança
43172394 Araújo / RR",Rondônia,Brasil,10524.75,Pós-graduação,1,Casado,5,Educação
Dra. Vitória Castro,032.746.581-62,59,1964-06-10,"Condomínio Davi Luiz da Mata, 4
Vila Jardim Montanhes
32814758 Nascimento / PB",Sergipe,Brasil,5487.74,Ensino Fundamental,0,Solteiro,28,Indústria
João Pedro Araújo,184.792.563-46,20,2003-04-15,"Praça de Rodrigues, 59
Bernadete
20414-646 Araújo / AL",Mato Grosso,Brasil,1554.96,Ensino Fundamental,1,Casado,0,Educação
Ana Carolina Farias,574.032.189-14,48,1975-09-10,"Praia Ana Beatriz Freitas, 16
Vila São Gabriel Jacui
18184-468 das Neves do Campo / AP",Acre,Brasil,3027.64,Ensino Médio,0,Casado,8,Educação
Srta. Evelyn Azevedo,832.617.495-55,54,1969-06-20,"Residencial Cunha, 194
São João Batista
56970189 Vieira das Pedras / SC",Amapá,Brasil,5067.61,Ensino Médio,2,Casado,8,Comércio
Thomas Cavalcanti,172.903.685-68,48,1976-02-12,"Praia de Rezende, 7
Pedreira Padro Lopes
77410746 Sales / TO",Espírito Santo,Brasil,10777.26,Ensino Superior,0,Casado,9,Tecnologia
Rafael Costela,905.172.463-25,49,1974-06-24,"Colônia Juan Monteiro
Conjunto Bonsucesso
42837537 Costa / AP",Ceará,Brasil,8712.65,Ensino Médio,0,Casado,15,Tecnologia
Stella Teixeira,701.498.253-23,27,1997-02-05,"Pátio de Moreira, 64
Vila Satélite
61721162 da Luz / RN",Alagoas,Brasil,3815.78,Ensino Fundamental,0,Casado,8,Comércio
Maria Julia Sales,608.714.935-00,46,1978-03-27,"Estação Ribeiro, 49
Vila Antena Montanhês
89735-949 Araújo da Praia / AL",Rio Grande do Sul,Brasil,8210.78,Ensino Médio,1,Casado,1,Tecnologia
Enzo Teixeira,690.827.541-85,45,1979-03-08,"Esplanada Barbosa, 8
Copacabana
33111336 Carvalho / CE",São Paulo,Brasil,10628.47,Ensino Médio,1,Divorciado,27,Saúde
Daniela Oliveira,365.097.482-74,87,1936-10-12,"Vale Anthony da Mota, 217
Vila Santa Monica 1ª Seção
33624918 Nunes dos Dourados / SP",Distrito Federal,Brasil,4274.69,Ensino Médio,3,Solteiro,9,Indústria
Diogo Araújo,583.492.170-14,79,1944-07-15,"Núcleo Lara Porto, 20
Carlos Prates
11789-239 Souza do Galho / RO",Tocantins,Brasil,8734.09,Ensino Médio,2,Casado,47,Saúde
Nicolas Ferreira,795.308.624-74,35,1988-05-15,"Rua Aragão, 63
Vila Santa Rosa
19414051 da Costa / PE",Pernambuco,Brasil,7233.16,Ensino Médio,1,Casado,7,Educação
Yago Lima,980.521.736-12,19,2004-06-09,"Rodovia das Neves, 871
Braúnas
42744-487 Araújo / TO",Paraíba,Brasil,3964.75,Ensino Médio,1,Solteiro,1,Educação
Pedro Santos,604.958.712-49,26,1997-11-09,"Estação Eloah da Conceição, 33
São Tomaz
98863-301 Nascimento do Galho / PR",Rio Grande do Sul,Brasil,4405.22,Ensino Médio,1,Solteiro,4,Indústria
Milena Rodrigues,754.692.031-07,46,1977-10-11,"Aeroporto Azevedo
Vila Nova Gameleira 3ª Seção
97894-401 Cardoso das Pedras / AL",Tocantins,Brasil,6254.28,Ensino Médio,0,Solteiro,28,Comércio
Cecília Farias,819.345.276-37,20,2003-05-26,"Conjunto de Monteiro, 505
Pilar
85542-072 da Paz / RS",Amapá,Brasil,6386.3,Ensino Médio,2,Casado,0,Saúde
Marcela Barbosa,475.928.306-47,44,1979-07-31,"Vereda Vinicius Cardoso, 81
Beira Linha
74249-200 Cardoso do Sul / GO",Goiás,Brasil,7606.54,Ensino Médio,1,Casado,12,Educação
Levi da Cruz,365.792.814-64,40,1983-11-12,"Praça de Santos
Aarão Reis
15067640 Souza de Goiás / RN",Sergipe,Brasil,6368.2,Ensino Médio,0,Casado,7,Educação
Pedro Lucas Araújo,786.914.302-22,38,1986-03-24,"Residencial Ferreira, 116
Barão Homem De Melo 1ª Seção
06529-050 Cunha de da Cruz / SC",Bahia,Brasil,10759.73,Ensino Superior,1,Casado,8,Comércio
Thales Araújo,584.927.103-14,27,1997-02-01,"Campo de da Cunha, 72
Cruzeiro
40188-145 Santos / AP",Espírito Santo,Brasil,6075.29,Ensino Médio,2,Casado,2,Comércio
Erick Melo,640.185.723-44,31,1993-02-13,"Lago Araújo, 590
Suzana
79034-724 Azevedo / AM",Piauí,Brasil,10678.52,Ensino Superior,1,Solteiro,2,Saúde
Larissa Azevedo,261.975.043-16,85,1938-11-04,"Vale Vinicius da Cruz, 131
Baleia
58547303 Correia / PR",São Paulo,Brasil,6123.1,Ensino Superior,0,Casado,5,Indústria
Evelyn Santos,438.295.716-82,25,1999-02-27,"Área Danilo da Conceição, 73
Manacas
61016-720 da Mata Grande / ES",Rondônia,Brasil,5675.76,Ensino Superior,0,Casado,0,Saúde
Murilo Viana,548.607.219-85,37,1987-04-09,"Vila Pinto, 500
Vila Nossa Senhora Do Rosário
08704798 Cardoso de Ramos / BA",Minas Gerais,Brasil,4766.42,Ensino Superior,0,Casado,3,Comércio
Antônio Araújo,802.679.543-10,58,1965-08-24,"Travessa Heloísa da Costa, 56
Vila Bandeirantes
34976-754 Costa de Cardoso / ES",Amapá,Brasil,9008.09,Ensino Médio,0,Solteiro,9,Comércio
Luana Lopes,501.837.426-80,61,1963-03-20,"Recanto de Almeida, 718
Goiania
03053899 da Cruz de Sales / AL",Goiás,Brasil,23332.12,Ensino Superior,3,Casado,30,Tecnologia
Yago Rocha,385.617.409-57,26,1998-02-27,"Avenida Maria Eduarda da Cruz, 1
Ernesto Nascimento
78010535 Melo / PA",Ceará,Brasil,5074.97,Ensino Médio,2,Casado,3,Indústria
Vitória Novaes,856.207.134-07,40,1983-04-18,"Praça de Cavalcanti, 1
Leonina
68935585 das Neves da Serra / PR",Amazonas,Brasil,5534.45,Ensino Fundamental,0,Casado,14,Indústria
Luiz Miguel Moreira,349.612.508-05,77,1947-02-24,"Residencial Nogueira, 49
Lagoinha
50500622 Santos / SC",Rio Grande do Norte,Brasil,5282.87,Ensino Médio,0,Casado,46,Indústria
Dr. Diogo Castro,064.318.725-17,50,1974-03-16,"Favela de Mendes, 9
Belmonte
08925-882 Lima Verde / GO",Pernambuco,Brasil,6630.85,Ensino Superior,0,Casado,6,Educação
Yuri Fernandes,486.352.790-00,73,1950-11-30,"Distrito André Farias, 89
Santa Efigênia
75870430 Martins das Pedras / AL",Paraíba,Brasil,3767.82,Ensino Superior,1,Casado,27,Educação
Gustavo Henrique Santos,247.318.690-13,49,1974-08-13,"Vereda de Freitas, 435
Juliana
71739-842 Araújo / AC",Rio de Janeiro,Brasil,7125.04,Ensino Superior,1,Casado,12,Educação
Bruna Lima,964.317.058-66,47,1976-06-22,"Lagoa Porto
Universitário
74444602 da Paz dos Dourados / PI",Tocantins,Brasil,6678.4,Ensino Médio,1,Casado,8,Educação
Benjamin Rocha,904.716.528-49,46,1977-08-10,"Conjunto de Rodrigues, 256
Santa Cruz
05529012 da Rosa / MS",Pará,Brasil,18862.6,Pós-graduação,1,Casado,22,Indústria
Lucas Gabriel Lopes,187.523.049-14,62,1961-12-08,"Viela Nascimento, 8
Dom Joaquim
40434373 Barbosa de Moreira / CE",Santa Catarina,Brasil,7038.15,Ensino Médio,3,Casado,8,Indústria
Erick da Conceição,371.596.804-48,44,1979-06-27,"Campo Luna Moura, 271
Conjunto São Francisco De Assis
70763-262 Ribeiro / MG",Sergipe,Brasil,15467.37,Pós-graduação,0,Casado,13,Tecnologia
Emilly Silveira,867.401.325-26,37,1986-12-25,"Viela Maitê Costela
Beira Linha
28095454 Oliveira / DF",Rio de Janeiro,Brasil,4462.65,Ensino Superior,0,Solteiro,4,Educação
Diogo Correia,320.458.916-15,49,1974-06-27,"Quadra de das Neves, 4
Horto Florestal
70857215 Ramos Verde / RO",Mato Grosso,Brasil,3907.82,Ensino Fundamental,0,Casado,25,Saúde
Sr. Lucas Gabriel Moreira,735.418.620-17,27,1996-11-28,"Estação Vicente Nogueira, 510
Alto Caiçaras
09943235 Monteiro das Flores / PB",Sergipe,Brasil,3788.77,Ensino Médio,1,Casado,1,Comércio
Enzo da Conceição,154.289.637-19,30,1993-09-28,"Largo de Barbosa, 2
Ernesto Nascimento
23499-935 Porto / RS",Acre,Brasil,3938.46,Ensino Fundamental,1,Divorciado,5,Indústria
Otávio Sales,035.672.149-34,36,1987-07-27,"Lago Fogaça, 39
Jardim Atlântico
92394174 Ribeiro / RR",Goiás,Brasil,3628.61,Ensino Fundamental,2,Solteiro,6,Tecnologia
Lavínia Novaes,297.350.486-47,41,1982-12-01,"Fazenda Luna Teixeira
Beira Linha
17424-673 da Conceição da Prata / MT",São Paulo,Brasil,8700.92,Ensino Médio,0,Casado,1,Tecnologia
Dr. Gabriel Moraes,139.605.284-42,63,1960-05-16,"Praça Rezende, 40
Vila Independencia 3ª Seção
81795155 Jesus / RS",Bahia,Brasil,13953.1,Ensino Superior,0,Solteiro,19,Indústria
Sr. Davi Luiz Gomes,523.960.481-98,35,1989-02-08,"Parque Renan da Costa, 4
Maravilha
66141587 da Rocha / AP",Rio Grande do Norte,Brasil,5194.69,Ensino Superior,3,Solteiro,4,Educação
Rafaela Silva,935.671.204-25,45,1978-05-22,"Lago de Gonçalves, 45
Vila Tirol
47346-845 Cunha / PE",Espírito Santo,Brasil,7310.48,Ensino Médio,2,Casado,21,Comércio
Julia Costa,397.605.124-16,30,1994-04-10,"Colônia da Cunha, 44
Independência
95484361 Almeida / AP",Santa Catarina,Brasil,3219.52,Ensino Médio,1,Divorciado,4,Comércio
Beatriz Fernandes,147.203.695-61,87,1936-07-12,"Loteamento Silveira, 1
Custodinha
83203426 Ramos de Pereira / RO",Rio Grande do Norte,Brasil,6311.22,Ensino Médio,0,Casado,39,Indústria
Otávio Freitas,062.143.579-16,60,1963-09-22,"Recanto João Gabriel da Cruz, 9
Vila Madre Gertrudes 4ª Seção
09262618 Ribeiro da Mata / MG",Paraíba,Brasil,9206.88,Ensino Médio,1,Casado,17,Educação
Lucas Gabriel Moreira,538.417.926-00,27,1996-07-08,"Quadra Correia, 66
Alípio De Melo
92256472 Fernandes de Santos / CE",Mato Grosso,Brasil,6825.38,Ensino Médio,2,Solteiro,5,Comércio
Dr. João da Paz,341.876.059-75,21,2002-10-02,"Praça Viana, 670
Bacurau
32360067 Sales da Serra / SC",Alagoas,Brasil,2647.76,Ensino Fundamental,3,Divorciado,1,Saúde
Srta. Ana Beatriz Barros,978.230.154-04,56,1967-11-16,"Via Mariane Souza, 805
Vila Aeroporto Jaraguá
13626-646 Ferreira / TO",Mato Grosso,Brasil,4530.72,Ensino Médio,1,Solteiro,28,Educação
Dra. Sophia Sales,583.729.160-12,26,1997-10-31,"Morro Sofia Pereira, 31
Jardim Felicidade
26196-487 Farias / RJ",Rondônia,Brasil,7772.04,Ensino Médio,1,Casado,8,Indústria
Sra. Beatriz Freitas,962.731.805-12,56,1967-06-09,"Setor de Nunes, 74
Lagoa
42931078 Ribeiro do Galho / SP",Bahia,Brasil,10666.39,Ensino Médio,1,Solteiro,25,Comércio
Maria Eduarda Gomes,390.827.154-14,40,1983-12-18,"Vale Guilherme Moreira
Santo Agostinho
15040266 Aragão / PR",Piauí,Brasil,8374.63,Ensino Médio,0,Divorciado,19,Saúde
Pedro da Rosa,032.941.675-80,58,1965-09-15,"Fazenda Yago da Cunha, 55
São Jorge 3ª Seção
29252698 Rocha de Lopes / ES",Amapá,Brasil,10930.24,Ensino Superior,1,Casado,29,Tecnologia
Ana Júlia Duarte,263.478.915-73,34,1989-04-16,"Colônia de Monteiro, 4
Funcionários
01680360 Lopes Verde / MA",Alagoas,Brasil,11572.03,Ensino Médio,0,Solteiro,15,Tecnologia
Davi Lucca da Paz,046.791.358-75,64,1959-05-30,"Distrito Moreira, 29
Venda Nova
48408-542 Rodrigues do Galho / AC",Espírito Santo,Brasil,6096.73,Ensino Fundamental,1,Casado,27,Indústria
Yuri Pereira,019.648.253-42,48,1975-05-16,"Residencial Rocha, 51
Ipiranga
99774694 Castro da Praia / DF",Bahia,Brasil,8699.34,Ensino Médio,1,Casado,14,Indústria
Sr. João Vitor Costela,470.319.685-93,22,2002-03-09,"Estrada Alves, 5
Conjunto Floramar
10001243 da Cunha / DF",Ceará,Brasil,3095.41,Ensino Médio,0,Viúvo,3,Indústria
Lucas Gabriel Ramos,968.251.473-82,35,1989-01-21,"Lago Martins, 62
Vila Paquetá
08104-733 Sales Verde / CE",Piauí,Brasil,10922.81,Ensino Superior,0,Casado,6,Saúde
Milena Rodrigues,436.187.950-84,46,1977-09-05,"Vila de Moura, 30
Vila Mangueiras
88447103 Pinto da Serra / MT",Amapá,Brasil,9336.16,Ensino Médio,2,Casado,0,Tecnologia
Heloísa da Conceição,582.640.317-90,61,1963-03-01,"Sítio Silveira, 842
Universitário
98205772 Lopes / TO",Roraima,Brasil,4179.28,Ensino Fundamental,0,Casado,6,Comércio
Pedro Gonçalves,598.607.432-74,48,1975-12-04,"Área Porto, 6
Piraja
41524747 Lima / MA",Paraíba,Brasil,6513.66,Ensino Médio,2,Casado,2,Indústria
Olivia Viana,267.193.854-37,21,2002-08-16,"Ladeira da Mota, 28
Alto Dos Pinheiros
51666252 Fogaça / MA",Rio Grande do Sul,Brasil,8291.86,Pós-graduação,0,Casado,3,Tecnologia
Yuri da Rocha,659.074.283-92,73,1950-10-08,"Alameda de da Conceição, 72
Nossa Senhora Da Conceição
80114745 Pires da Praia / RJ",Roraima,Brasil,4822.26,Ensino Fundamental,3,Solteiro,10,Saúde
Olivia Jesus,249.063.187-03,28,1995-07-09,"Colônia Freitas, 64
Mineirão
98912939 Novaes / GO",Paraná,Brasil,4409.17,Ensino Médio,0,Casado,3,Educação
Ana Sophia Freitas,503.127.894-32,51,1972-09-15,"Distrito Olivia Barros, 239
Vila Fumec
35419-137 Moreira de Minas / TO",Ceará,Brasil,8380.93,Ensino Médio,1,Casado,12,Saúde
Leandro Lopes,132.476.098-22,25,1998-11-07,"Condomínio Heloísa Porto, 3
Vila Santa Monica 2ª Seção
62507192 Nogueira / MA",Alagoas,Brasil,5428.83,Ensino Médio,0,Casado,0,Indústria
Isis Araújo,142.309.687-87,48,1976-01-10,"Esplanada Natália Rezende, 35
Cenaculo
99961-013 Peixoto da Praia / MT",Maranhão,Brasil,10583.77,Ensino Médio,1,Casado,29,Indústria
Breno Moura,420.685.937-00,24,1999-05-10,"Alameda de Oliveira, 399
Santa Branca
78331-137 Jesus de Cunha / SE",Bahia,Brasil,5322.95,Ensino Médio,0,Casado,3,Saúde
Noah Martins,289.574.036-47,21,2003-01-27,"Colônia Clarice Lopes
Boa União 2ª Seção
34360-403 Pereira / RO",Amapá,Brasil,7970.16,Pós-graduação,1,Casado,3,Saúde
Lavínia Almeida,918.703.654-10,26,1997-05-17,"Pátio Juliana Moreira, 55
Camponesa 2ª Seção
55500-003 Rezende do Campo / AM",Bahia,Brasil,2654.45,Ensino Fundamental,0,Solteiro,7,Indústria
Sr. Renan Melo,378.459.160-48,26,1997-05-18,"Conjunto de Moraes, 145
São Damião
05588731 da Cruz / SE",Acre,Brasil,8384.18,Pós-graduação,0,Casado,3,Saúde
Lucas Gabriel Souza,501.976.238-59,21,2002-09-10,"Trevo Laís da Luz
Tres Marias
26856-902 Jesus do Amparo / AC",Pará,Brasil,3548.84,Ensino Superior,3,Divorciado,2,Indústria
Sra. Brenda Moraes,753.924.816-55,60,1963-10-11,"Colônia Isadora Nogueira, 1
Leonina
82250060 Nogueira / ES",Acre,Brasil,3590.0,Ensino Fundamental,0,Casado,28,Indústria
Thiago Alves,168.530.427-35,28,1995-08-29,"Trecho da Conceição, 98
Mineirão
81946920 Lopes / RR",São Paulo,Brasil,6127.74,Ensino Médio,0,Casado,6,Comércio
Calebe Pereira,294.371.586-73,63,1961-01-04,"Fazenda Rafaela Azevedo, 83
Ipiranga
43116-173 Araújo / AP",Pernambuco,Brasil,8245.33,Ensino Médio,0,Casado,17,Indústria
Maria Julia Gomes,913.608.547-20,42,1982-02-19,"Recanto de Melo
Fernão Dias
75755315 Santos / MT",Roraima,Brasil,5187.98,Ensino Superior,0,Casado,5,Comércio
Matheus Cavalcanti,805.612.974-01,19,2005-02-18,"Estação Rafaela da Mata, 81
Campo Alegre
19127-434 Campos / AP",Pernambuco,Brasil,2530.23,Ensino Médio,2,Casado,0,Indústria
Srta. Heloísa Porto,528.690.473-47,50,1973-11-10,"Vale de Teixeira, 21
Vila Nossa Senhora Do Rosário
90803-334 Lima de Minas / RJ",Paraná,Brasil,7288.74,Ensino Fundamental,0,Casado,25,Tecnologia
Ana Carolina da Luz,108.472.963-69,42,1981-09-04,"Rodovia Martins, 40
Mangueiras
92808586 Gonçalves / MT",Tocantins,Brasil,4022.84,Ensino Fundamental,0,Solteiro,10,Educação
Olivia Nunes,721.086.453-90,18,2006-02-27,"Núcleo Peixoto, 67
Cruzeiro
17957-000 Correia / AL",Mato Grosso,Brasil,3109.97,Ensino Médio,3,Casado,0,Educação
Gabrielly Monteiro,491.637.258-19,71,1952-10-20,"Estrada de da Luz, 22
Jonas Veiga
60527688 Dias / SP",Piauí,Brasil,1956.29,Ensino Fundamental,2,Casado,43,Indústria
Luiz Gustavo Cardoso,058.239.467-83,25,1999-02-20,"Alameda Agatha Araújo, 13
Vila Nova Dos Milionarios
55898-289 Souza / CE",Pará,Brasil,4780.77,Ensino Superior,0,Casado,1,Tecnologia
Dra. Emilly Moreira,476.125.093-34,28,1995-12-08,"Aeroporto Marcela Teixeira, 3
Buritis
18628-518 Nascimento / AL",Mato Grosso,Brasil,3673.62,Ensino Fundamental,2,Casado,0,Tecnologia
Pedro Lucas Dias,428.593.760-38,22,2001-05-12,"Recanto de Novaes, 9
Aguas Claras
62965-011 Pires da Serra / AC",São Paulo,Brasil,3662.07,Ensino Fundamental,1,Casado,4,Tecnologia
Maria Vitória Lopes,718.630.254-80,37,1987-04-09,"Vale de Melo, 78
Nova America
01462-924 Pereira / SE",Paraíba,Brasil,4536.05,Ensino Médio,1,Solteiro,19,Saúde
Sra. Ana Luiza Viana,250.369.784-47,59,1964-08-29,"Favela Caroline Ribeiro, 740
Trevo
53620858 Jesus de Minas / PE",Rio Grande do Norte,Brasil,5462.84,Ensino Médio,2,Solteiro,24,Educação
Srta. Isis da Mota,086.351.742-08,34,1990-03-08,"Estrada Campos, 99
Copacabana
34127-877 Rodrigues de Goiás / PB",Bahia,Brasil,14365.67,Pós-graduação,0,Casado,4,Indústria
Mariana Jesus,509.627.413-61,29,1995-04-10,"Trecho de Rocha, 40
Vila Cemig
18021859 Pereira / RS",Alagoas,Brasil,2975.68,Ensino Médio,0,Solteiro,0,Indústria
Cauã Pinto,204.791.863-40,48,1975-07-03,"Passarela Carvalho, 78
Centro
26279-058 Fernandes / AL",Ceará,Brasil,12038.22,Ensino Superior,0,Casado,8,Tecnologia
Bruna Peixoto,124.706.539-16,77,1946-11-20,"Praia Anthony da Mata, 88
São Lucas
46187139 da Mata de Caldeira / MS",Piauí,Brasil,5852.43,Ensino Médio,0,Casado,37,Comércio
Valentina da Costa,831.902.746-22,32,1991-07-28,"Condomínio Lucas Moura
Vila Inestan
99961685 Lopes da Mata / MG",Mato Grosso do Sul,Brasil,12043.77,Ensino Superior,0,Solteiro,13,Indústria
Maitê Peixoto,713.502.489-32,86,1937-08-02,"Esplanada de Aragão, 314
São Francisco
40746-060 da Mota Paulista / SP",Minas Gerais,Brasil,21630.35,Ensino Médio,0,Casado,58,Tecnologia
Marina Pires,573.021.694-70,40,1983-07-08,"Vale Ryan Moreira, 80
Vila Copacabana
93452-373 das Neves / DF",Bahia,Brasil,7977.43,Ensino Superior,3,Casado,1,Comércio
Pietra Nunes,938.456.271-82,37,1986-10-05,"Distrito Sales, 858
Conjunto Floramar
07110-865 da Mata de Goiás / AC",Minas Gerais,Brasil,7786.6,Ensino Superior,0,Casado,8,Indústria
Ana Duarte,698.743.205-83,24,2000-01-28,"Trevo Juan da Mota
Cabana Do Pai Tomás
66776056 Teixeira das Flores / PI",Pará,Brasil,5029.61,Ensino Médio,0,Solteiro,4,Educação
Vicente Duarte,975.834.610-57,23,2001-01-07,"Recanto Silva, 5
Oeste
88888315 da Cunha das Pedras / AC",Amapá,Brasil,4703.87,Ensino Médio,0,Casado,5,Comércio
Danilo Campos,735.942.160-80,22,2002-01-02,"Praia de Nunes, 35
Maria Virgínia
45548101 da Conceição do Galho / ES",Goiás,Brasil,4678.95,Ensino Médio,1,Casado,2,Tecnologia
Fernanda Farias,384.279.160-78,25,1998-05-16,"Conjunto de Ferreira
Vista Alegre
66681-739 Monteiro da Prata / TO",Pará,Brasil,3474.45,Ensino Médio,1,Solteiro,4,Saúde
Nina Dias,048.593.172-97,26,1997-09-18,"Avenida de Barros
Pilar
56714249 Freitas / SC",Amazonas,Brasil,3633.6,Ensino Fundamental,1,Solteiro,6,Educação
Bruna Moura,062.753.481-35,49,1974-09-06,"Distrito de Fogaça, 7
Carmo
43450-833 Lopes / RO",Mato Grosso do Sul,Brasil,12586.92,Ensino Médio,1,Solteiro,14,Tecnologia
Srta. Larissa da Mota,831.674.920-31,51,1972-05-30,"Área Maria Clara Duarte, 71
Lagoa
88863367 da Cruz do Galho / PE",Sergipe,Brasil,12353.17,Ensino Superior,0,Solteiro,3,Tecnologia
Rebeca da Rocha,468.039.527-38,53,1970-08-14,"Núcleo João Vitor da Rosa, 216
Vila Nova Cachoeirinha 3ª Seção
45839962 Araújo / GO",Distrito Federal,Brasil,13980.03,Pós-graduação,0,Casado,0,Indústria
Ana Sophia Cavalcanti,805.261.943-24,59,1965-03-03,"Trevo Duarte, 24
Biquinhas
41462-878 Almeida da Mata / MG",Rio Grande do Sul,Brasil,6878.5,Ensino Médio,1,Casado,6,Saúde
Enrico Cardoso,539.018.427-05,45,1978-04-17,"Conjunto de Moreira
Conjunto Taquaril
34548775 Moreira / RO",Ceará,Brasil,8951.94,Ensino Médio,0,Casado,15,Indústria
João Pedro Fernandes,375.801.642-80,30,1993-06-15,"Alameda de Nascimento, 5
Pantanal
91994500 Barbosa da Praia / SC",Pernambuco,Brasil,4921.91,Ensino Médio,0,Casado,0,Comércio
Rafaela Campos,072.438.956-38,27,1996-08-23,"Avenida de Gonçalves, 29
Jardim Guanabara
13962-743 Correia de Goiás / AP",Amapá,Brasil,7463.17,Ensino Médio,2,Casado,5,Tecnologia
Ana Sophia Moreira,980.652.143-98,26,1997-10-17,"Residencial Davi Lucca Freitas, 60
Belvedere
45344-918 Peixoto / RN",Paraná,Brasil,6932.14,Ensino Superior,0,Solteiro,0,Indústria
Davi Mendes,560.198.423-98,50,1974-02-02,"Travessa Cecília Costela, 42
São Gonçalo
49898356 Melo de Moreira / GO",Minas Gerais,Brasil,4758.29,Ensino Médio,0,Casado,16,Comércio
Luna da Cunha,816.054.397-20,20,2003-04-13,"Fazenda de Melo, 2
Barro Preto
81947667 Peixoto / PB",Ceará,Brasil,4132.04,Ensino Médio,0,Casado,2,Tecnologia
Yago Mendes,837.420.159-23,22,2001-05-25,"Vila Maria Alice Gonçalves
Alpes
76986363 Aragão Verde / SC",Ceará,Brasil,3950.06,Ensino Médio,1,Casado,0,Saúde
Cauê Rocha,154.927.086-94,38,1986-02-20,"Estação de Araújo, 71
João Pinheiro
80471039 Cunha do Sul / AP",Ceará,Brasil,4568.19,Ensino Médio,1,Casado,5,Educação
Esther Moura,019.386.475-48,30,1994-03-01,"Feira Eloah Dias, 58
Parque São Pedro
64685836 Peixoto / RN",Acre,Brasil,5598.02,Ensino Médio,1,Solteiro,4,Educação
Sra. Nina das Neves,096.534.217-43,48,1975-06-12,"Setor Yasmin Costa, 292
Vila Independencia 1ª Seção
29115068 Peixoto / PR",Santa Catarina,Brasil,6767.41,Ensino Médio,0,Casado,30,Saúde
Dr. João Miguel Fernandes,451.327.980-04,58,1965-11-24,"Colônia Peixoto, 523
São Bento
14438616 Rodrigues / SE",Paraíba,Brasil,12312.41,Ensino Médio,0,Casado,34,Saúde
Thomas Santos,624.598.173-55,38,1985-08-10,"Praia Anthony da Rocha, 53
Monte Azul
42146-010 Vieira / SP",Mato Grosso,Brasil,3663.5,Ensino Médio,2,Solteiro,9,Comércio
Maitê Cavalcanti,427.653.098-92,25,1998-10-30,"Trecho Leandro Cavalcanti, 295
Beija Flor
15405967 das Neves Paulista / DF",Roraima,Brasil,1883.3,Ensino Fundamental,1,Casado,3,Indústria
